Chem ID,SMILES,CAS,CID,InChIKey,logBCF
528,CCCCCCCCCCCCCCCC,544-76-3,11006,DCAYPVUWAIABOU-UHFFFAOYSA-N,1.77
529,ClCC(Cl)(Cl)CCl,13116-53-5,25717,UDPHJTAYHSSOQB-UHFFFAOYSA-N,1.63
530,FC(F)(Cl)C(F)(Cl)Cl,76-13-1,6428,AJDIZQLSFPQPEY-UHFFFAOYSA-N,1.64
531,Cc1cc(-c2ccc(N)c(C)c2)ccc1N,119-93-7,8413,NUIURNJTPRWVAP-UHFFFAOYSA-N,1.61
532,Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,117-79-3,8341,XOGPDSATLSAZEK-UHFFFAOYSA-N,1.64
533,O=C1c2ccccc2C(=O)c2c1ccc1ccccc21,2498-66-0,17253,LHMRXAIRPKSGDE-UHFFFAOYSA-N,1.83
534,CCNc1nc(NC(C)C)nc(SC)n1,834-12-8,13263,RQVYBGPQFYCBGX-UHFFFAOYSA-N,1.46
535,Oc1ccccc1Br,95-56-7,7244,VADKRMSMGWJZCF-UHFFFAOYSA-N,1.53
536,CC1(O)CC2CCC1(C)C2(C)C,2371-42-8,16913,LFYXNXGVLGKVCJ-UHFFFAOYSA-N,1.48
537,O=NN(c1ccccc1)c1ccccc1,86-30-6,6838,UBUCNCOMADRQHX-UHFFFAOYSA-N,1.51
538,N#Cc1cc(I)c(O)c(I)c1,1689-83-4,15530,NRXQIUSYPAHGNM-UHFFFAOYSA-N,1.46
539,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,17804-35-2,28780,RIOXQFHNBCKOKP-UHFFFAOYSA-N,1.43
540,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,1980/5/7,6623,IISBACLAFKSPIT-UHFFFAOYSA-N,1.42
541,Oc1cccc(Cl)c1Cl,576-24-9,11334,UMPSXRYVXUPCOS-UHFFFAOYSA-N,1.34
542,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,1897-45-6,15910,CRQQGFGUEAVUIL-UHFFFAOYSA-N,1.71
543,BrC(Br)Br,75-25-2,5558,DIKBFYAXUHHXCS-UHFFFAOYSA-N,1.18
544,CCCCCl,109-69-3,8005,VFWCMGCRMGJXDK-UHFFFAOYSA-N,1.21
545,CCCCN(CCCC)CCCC,102-82-9,7622,IMFACGCPASFAPR-UHFFFAOYSA-N,1.27
546,Cc1ccc(O)c(C)c1,105-67-9,7771,KUFFULVDNCHOFZ-UHFFFAOYSA-N,1.31
547,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,120-78-5,8447,AFZSMODLJJCVPP-UHFFFAOYSA-N,1.26
548,ClCC(Br)CBr,1996/12/8,7280,WBEJYOJJBDISQU-UHFFFAOYSA-N,1.13
549,S=C(SSSSC(=S)N1CCCCC1)N1CCCCC1,120-54-7,61049,VNDRMZTXEFFQDR-UHFFFAOYSA-N,1.15
550,CCNc1nc(Cl)nc(NCC)n1,122-34-9,5216,ODCWYMIRDDJXKW-UHFFFAOYSA-N,1.06
551,Oc1ccccc1Cl,95-57-8,7245,ISPYQTSUDJAMAB-UHFFFAOYSA-N,1.18
552,Cc1cccc(O)c1,108-39-4,342,RLSSMJSEOOYNOY-UHFFFAOYSA-N,1.07
553,ClC(Cl)(Cl)Cl,56-23-5,5943,VZGDMQKNWNREIO-UHFFFAOYSA-N,0.99
554,Oc1c(Cl)cc(Cl)c2ccccc12,2050-76-2,16313,HVLJEMXDXOTWLV-UHFFFAOYSA-N,1.12
555,Oc1cccc(Br)c1,591-20-8,11563,MNOJRWOWILAHAV-UHFFFAOYSA-N,1.09
556,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,26087-47-8,33294,FCOAHACKGGIURQ-UHFFFAOYSA-N,1.19
557,O=C(O)c1ccccc1,65-85-0,243,WPYMKLBDIGXBTP-UHFFFAOYSA-N,0.97
558,O=C(O)c1ccc(Cl)cc1,1974/11/3,6318,XRHGYUZYPHTUJZ-UHFFFAOYSA-N,1
559,CCNc1ccccc1,103-69-5,7670,OJGMBLNIHDZDGS-UHFFFAOYSA-N,1.03
560,CC(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O,69806-34-4,50895,GOCUAJYOYBLQRH-UHFFFAOYSA-N,0.94
561,N#Cc1ccc(O)cc1,767-00-0,13019,CVNOWLNNPYYEOH-UHFFFAOYSA-N,0.91
562,CC1CCC(C(C)C)C(O)C1,89-78-1,1254,NOOLISFMXDJSKH-UHFFFAOYSA-N,1.01
563,FC(F)(Cl)Cl,75-71-8,6391,PXBRQCKWGAHEHS-UHFFFAOYSA-N,0.86
564,CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,119-12-0,8381,CXJSOEPQXUCJSA-UHFFFAOYSA-N,0.96
565,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,89-16-7,33599,ZVFDTKUVRCTHQE-UHFFFAOYSA-N,0.97
566,CCNc1nc(Cl)nc(NC(C)(C)C)n1,5915-41-3,22206,FZXISNSWEXTPMF-UHFFFAOYSA-N,0.85
567,N#Cc1cc(Br)c(O)c(Br)c1,1689-84-5,15531,UPMXNNIRAGDFEH-UHFFFAOYSA-N,0.98
568,CNc1ccccc1C,611-21-2,69137,GUAWMXYQZKVRCW-UHFFFAOYSA-N,0.84
569,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,85-68-7,2347,IRIAEXORFWYRCZ-UHFFFAOYSA-N,1.16
570,N=C(Nc1ccccc1)Nc1ccccc1,102-06-7,7594,OWRCNXZUPFZXOS-UHFFFAOYSA-N,1.02
571,Cc1cc(=O)n(-c2cc(Cl)c(S(=O)(=O)O)cc2Cl)[nH]1,108469-42-7,1550950,LUZXGSRCYGQGQF-UHFFFAOYSA-N,0.93
572,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,131983-72-7,86233,PPDBOQMNKNNODG-UHFFFAOYSA-N,0.78
573,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,5902-51-2,22188,NBQCNZYJJMBDKY-UHFFFAOYSA-N,0.78
574,BrC(Br)C(Br)Br,79-27-6,6588,QXSZNDIIPUOQMB-UHFFFAOYSA-N,0.76
575,O=C(Nc1ccccc1)c1cc2ccccc2cc1O,92-77-3,66719,JFGQHAHJWJBOPD-UHFFFAOYSA-N,0.73
576,Brc1c(Br)c(Br)c(-c2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,13654-09-6,26164,AQPHBYQUCKHJLT-UHFFFAOYSA-N,0.67
577,CNc1ccccc1,100-61-8,7515,AFBPFSWMIHJQDM-UHFFFAOYSA-N,0.8
578,S=C(NC1CCCCC1)NC1CCCCC1,1212-29-9,727200,KAJICSGLHKRDLN-UHFFFAOYSA-N,0.67
579,CC(N)c1ccccc1,618-36-0,7408,RQEUFEKYXDPUSK-UHFFFAOYSA-N,0.68
580,CCC(C)c1ccc(OCC(O)CO)cc1,NA,76281699,OGAPARIKMOOALS-UHFFFAOYSA-N,0.69
581,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,298-07-7,9275,SEGLCEQVOFDUPX-UHFFFAOYSA-N,0.62
582,C=CC(Cl)CCl,760-23-6,12971,XVEASTGLHPVZNA-UHFFFAOYSA-N,0.83
583,O=C1CCCCC1C1=CCCCC1,1502-22-3,101175,GVNVAWHJIKLAGL-UHFFFAOYSA-N,0.69
584,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,78-51-3,6540,WTLBZVNBAKMVDP-UHFFFAOYSA-N,0.64
585,CC(Cl)CCl,78-87-5,6564,KNKRKFALVUDBJE-UHFFFAOYSA-N,0.63
586,CCNc1nc(Cl)nc(NC(C)C)n1,1912-24-9,2256,MXWJVTOOROXGIU-UHFFFAOYSA-N,0.64
587,Oc1ccccc1,108-95-2,996,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,0.9
588,CN(C)C(=S)SSC(=S)N(C)C,137-26-8,5455,KUAZQDVKQLNFPE-UHFFFAOYSA-N,0.54
589,C=CCN(CC=C)CC=C,102-70-5,7617,VPYJNCGUESNPMV-UHFFFAOYSA-N,0.56
590,CCOc1ccc(N)cc1,156-43-4,9076,IMPPGHMHELILKG-UHFFFAOYSA-N,0.62
591,CCCCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1,47377-16-2,34219,IIMOXQJFSQSOMN-UHFFFAOYSA-N,0.52
592,CCCC(=NOCC)C1C(=O)CC(CC(C)SCC)CC1=O,NA,484898,NMHGOXYVOKDNHF-UHFFFAOYSA-N,0.51
593,Cc1ccc(C)c(N)c1,95-78-3,7259,VOWZNBNDMFLQGM-UHFFFAOYSA-N,0.53
594,COP(=S)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1,3761-42-0,19578,ZDHYERRNXRANLI-UHFFFAOYSA-N,0.69
595,CCOCC,60-29-7,3283,RTZKZFJDLAIYFH-UHFFFAOYSA-N,0.61
596,Cc1cc(Cl)ccc1OC(C)C(=O)O,93-65-2,7153,WNTGYJSOUMFZEP-UHFFFAOYSA-N,0.48
597,Cc1ccccc1CN,89-93-0,6993,CJAAPVQEZPAQNI-UHFFFAOYSA-N,0.57
598,OCc1ccc(Cl)c(Cl)c1,1805-32-9,15728,FVJIUQSKXOYFKG-UHFFFAOYSA-N,0.51
599,CCC(C)c1ccccc1OC(=O)NC,3766-81-2,19588,DIRFUJHNVNOBMY-UHFFFAOYSA-N,0.74
600,O=C1C(=C2Nc3ccccc3C2=O)Nc2ccccc21,482-89-3,10215,COHYTHOBJLSHDF-UHFFFAOYSA-N,0.46
601,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,10041-19-7,11339,HNSDLXPSAYFUHK-UHFFFAOYSA-N,0.67
602,CC(O)COCC(C)O,110-98-5,8087,AZUXKVXMJOIAOF-UHFFFAOYSA-N,0.48
603,O=C(ON=C1C=CC(=NOC(=O)c2ccccc2)C=C1)c1ccccc1,120-52-5,67122,WMVSVUVZSYRWIY-UHFFFAOYSA-N,0.43
604,O=C(O)C(Br)C(Br)C(=O)O,526-78-3,95324,FJWGRXKOBIVTFA-UHFFFAOYSA-N,0.55
605,CCNc1ccc(C)cc1,622-57-1,61164,AASABFUMCBTXRL-UHFFFAOYSA-N,0.49
606,N#Cc1cccc(C#N)c1,626-17-5,12276,LAQPNDIUHRHNCV-UHFFFAOYSA-N,0.65
607,OCc1c(Cl)cccc1Cl,15258-73-8,27156,WKKHCCZLKYKUDN-UHFFFAOYSA-N,0.51
608,O=S1(=O)CCCC1,126-33-0,31347,HXJUTPCZVOIRIF-UHFFFAOYSA-N,0.61
609,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,126-72-7,31356,PQYJRMFWJJONBO-UHFFFAOYSA-N,0.69
610,CC(C)(C)O,75-65-0,6386,DKGAVHZHDRPRBM-UHFFFAOYSA-N,0.46
611,O=C(O)c1ccc(C(=O)O)nc1,100-26-5,7493,LVPMIMZXDYBCDF-UHFFFAOYSA-N,0.6
612,CN1CCCCC1,626-67-5,12291,PAMIQIKDUOTOBW-UHFFFAOYSA-N,0.62
613,NS(=O)(=O)c1ccccc1,1998/10/2,7370,KHBQMWCZKVMBLN-UHFFFAOYSA-N,0.51
614,CC(Cc1ccc(C(C)(C)C)cc1)C(=O)O,66735-04-4,106694,DWZYELZGJMFEMJ-UHFFFAOYSA-N,0.75
615,O=C(O)c1cc2ccccc2cc1O,92-70-6,7104,ALKYHXVLJMQRLQ-UHFFFAOYSA-N,0.44
616,CCNc1nc(NCC)nc(SC)n1,1014-70-6,13905,MGLWZSOBALDPEK-UHFFFAOYSA-N,0.31
617,Nc1cccc(Cl)c1,108-42-9,7932,PNPCRKVUWYDDST-UHFFFAOYSA-N,0.34
618,Nc1ccccc1,62-53-3,6115,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,0.29
619,CNC(=O)ON=C(SC)C(=O)N(C)C,23135-22-0,31657,KZAUOCCYDRDERY-UHFFFAOYSA-N,0.3
620,CNC(=O)Oc1cc(C)cc(C)c1,2655-14-3,17563,CVQODEWAPZVVBU-UHFFFAOYSA-N,0.34
621,CC(C)(O)C(Cl)(Cl)Cl,57-15-8,5977,OSASVXMJTNOKOY-UHFFFAOYSA-N,0.28
622,O=NN(O)C1CCCCC1,4883-72-1,136088700,LXCJGJYAOVCKLO-UHFFFAOYSA-N,0.56
623,Nc1cccc2c(N)cccc12,2243-62-1,16720,KQSABULTKYLFEV-UHFFFAOYSA-N,0.37
624,OCC(O)c1ccccc1Cl,59365-60-5,101026,YGOPULMDEZVJGI-UHFFFAOYSA-N,0.39
625,C1CNCCN1,110-85-0,4837,GLUUGHFHXGJENI-UHFFFAOYSA-N,0.41
626,CC(C)CN1CCOCC1,10315-98-7,66306,QKVSMSABRNCNRS-UHFFFAOYSA-N,0.22
627,CCN(CC)CC,121-44-8,8471,ZMANZCXQSJIPKH-UHFFFAOYSA-N,0.43
628,CCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,81335-77-5,54740,XVOKUMIPKHGGTN-UHFFFAOYSA-N,0.2
629,COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,83055-99-6,54960,XMQFTWRPUQYINF-UHFFFAOYSA-N,0.2
630,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,145701-23-1,11700495,QZXATCCPQKOEIH-UHFFFAOYSA-N,0.18
631,Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1,90-51-7,7022,HBZVNWNSRNTWPS-UHFFFAOYSA-N,0.34
632,O=C1CCCCCCCCCCCN1,947-04-6,13690,JHWNWJKBPDFINM-UHFFFAOYSA-N,0.22
633,COP(=S)(OC)Oc1ccc(S(C)=O)c(C)c1,3761-41-9,19577,DLAPIMGBBDILHJ-UHFFFAOYSA-N,0.21
634,NCCNCCO,111-41-1,8112,LHIJANUOQQMGNT-UHFFFAOYSA-N,0.23
635,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,82097-50-5,73282,XOPFESVZMSQIKC-UHFFFAOYSA-N,0.11
636,O=C(O)Cc1cccc2ccccc12,86-87-3,6862,PRPINYUDVPFIRX-UHFFFAOYSA-N,0.26
637,CS(C)=O,67-68-5,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,0.31
638,CC(C)(C)C(=O)O,75-98-9,6417,IUGYQRQAERSCNH-UHFFFAOYSA-N,0.29
639,COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1,3089-11-0,62479,BNCADMBVWNPPIZ-UHFFFAOYSA-N,0.3
640,C(=NC1CCCCC1)=NC1CCCCC1,538-75-0,10868,QOSSAOTZNIDXMA-UHFFFAOYSA-N,0.09
641,O=P(O)(O)OCC(Cl)(Cl)Cl,306-52-5,5563,YYQRGCZGSFRBAM-UHFFFAOYSA-N,0.08
642,O=C(O)c1c(Cl)ccc(Cl)c1Cl,50-31-7,5759,XZIDTOHMJBOSOX-UHFFFAOYSA-N,0.38
643,O=C(O)c1nc(Cl)ccc1Cl,1702-17-6,15553,HUBANNPOLNYSAD-UHFFFAOYSA-N,0
644,CNC(=O)Oc1cccc(N=CN(C)C)c1,22259-30-9,31099,RMFNNCGOSPBBAD-UHFFFAOYSA-N,0
645,c1ccc2cc(SSc3ccc4ccccc4c3)ccc2c1,5586-15-2,79697,SUPMWVVVBKKGEL-UHFFFAOYSA-N,0.13
646,Nc1nc(N)nc(NC2CC2)n1,66215-27-8,47866,LVQDKIWDGQRHTE-UHFFFAOYSA-N,0
647,Cc1cc(Cl)ccc1OCC(=O)O,94-74-6,7204,WHKUVVPPKQRRBV-UHFFFAOYSA-N,0.14
648,C1COCCN1,110-91-8,8083,YNAVUWVOSKDBBP-UHFFFAOYSA-N,0.18
649,Nc1nnc[nH]1,61-82-5,1639,KLSJWNVTNUYHDU-UHFFFAOYSA-N,-0.02
650,OCC(CO)(CO)CO,115-77-5,8285,WXZMFSXDPGVJKK-UHFFFAOYSA-N,0
651,O=[PH](O)c1ccccc1,1779-48-2,6327116,MLCHBQKMVKNBOV-UHFFFAOYSA-N,0.34
652,C=CCOP(=O)(OCC=C)OCC=C,1623-19-4,15390,XHGIFBQQEGRTPB-UHFFFAOYSA-N,0.08
653,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,79277-27-3,73674,AHTPATJNIAFOLR-UHFFFAOYSA-N,-0.1
654,O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,84087-01-4,91739,FFSSWMQPCJRCRV-UHFFFAOYSA-N,-0.1
655,COP(=O)(OC)OC=C(Cl)Cl,62-73-7,3039,OEBRKCOSUFCWJD-UHFFFAOYSA-N,-0.23
656,O=C(O)c1ccc(Cl)c2c(Cl)ccc(C(=O)O)c12,7267-11-0,6612226,JSNPDRKCMZWQJV-UHFFFAOYSA-N,0.3
657,O=C(O)c1c(Cl)cccc1Cl,50-30-6,5758,MRUDNSFOFOQZDA-UHFFFAOYSA-N,0.14
658,CNc1ccc(C(=O)O)cc1,10541-83-0,66345,ZVIDMSBTYRSMAR-UHFFFAOYSA-N,0.34
659,CC(=O)CC(=O)Nc1ccc(-c2ccc(NC(=O)CC(C)=O)c(C)c2)cc1C,91-96-3,66686,CRRLDLPBQWRVGN-UHFFFAOYSA-N,-0.06
660,C1COCCO1,123-91-1,31275,RYHBNJHYFVUHQT-UHFFFAOYSA-N,-0.29
661,S=C1NCCN1,96-45-7,2723650,PDQAZBWRQCGBEV-UHFFFAOYSA-N,-0.16
662,O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1,113136-77-9,11097730,GLWWLNJJJCTFMZ-UHFFFAOYSA-N,-0.4
663,O=C(O)COc1ccc(Cl)cc1Cl,94-75-7,1486,OVSKIKFHRZPJSS-UHFFFAOYSA-N,0.06
664,COCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,114311-32-9,86137,NUPJIGQFXCQJBK-UHFFFAOYSA-N,-1
665,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,52712-05-7,40500,PYZHTHZEHQHHEN-UHFFFAOYSA-N,5.71
666,Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,52663-78-2,40485,JAHJITLFJSDRCG-UHFFFAOYSA-N,5.73
667,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,68194-17-2,50103,PJHBSPRZHUOIAS-UHFFFAOYSA-N,5.71
668,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,52712-04-6,40234,UCLKLGIYGBLTSM-UHFFFAOYSA-N,5.56
669,Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,40186-72-9,38411,JFIMDKGRGPNPRQ-UHFFFAOYSA-N,5.5
670,Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1Cl,38411-22-2,38024,FZFUUSROAHKTTF-UHFFFAOYSA-N,5.21
671,Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)cc1Cl,41464-51-1,38881,JTUSORDQZVOEAZ-UHFFFAOYSA-N,5.19
672,Clc1cc(Cl)c(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,51908-16-8,40172,BQHCQAQLTCQFJZ-UHFFFAOYSA-N,5.31
673,Clc1ccc(Cl)c(-c2cc(Cl)cc(Cl)c2Cl)c1,52663-61-3,40469,CRCBRZBVCDKPGA-UHFFFAOYSA-N,5.27
674,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,52663-63-5,40471,UHCLFIWDCYOTOL-UHFFFAOYSA-N,5.37
675,Clc1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl,52663-70-4,40477,CXOYNJAHPUASHN-UHFFFAOYSA-N,5.26
676,Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)cc1,52663-58-8,63110,FXRXQYZZALWWGA-UHFFFAOYSA-N,5.19
677,Clc1cccc(-c2c(Cl)ccc(Cl)c2Cl)c1Cl,52663-60-2,40468,QVWUJLANSDKRAH-UHFFFAOYSA-N,5.15
678,Clc1cc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,38380-04-0,38016,LKHLFUVHHXCNJH-UHFFFAOYSA-N,5.08
679,Clc1ccc(-c2c(Cl)cccc2Cl)cc1,38444-77-8,38031,IHIDFKLAWYPTKB-UHFFFAOYSA-N,5.08
680,Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl,38380-05-1,38017,OKBJVIVEFXPEOU-UHFFFAOYSA-N,4.88
681,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,38380-01-7,38013,LMQJBFRGXHMNOX-UHFFFAOYSA-N,4.86
682,Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,38379-99-6,38012,GXNNLIMMEXHBKV-UHFFFAOYSA-N,4.78
683,Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,41464-39-5,38875,ALDJIKXAHSDLLB-UHFFFAOYSA-N,4.65
684,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1,32690-93-0,36218,TULCXSBAPHCWCF-UHFFFAOYSA-N,4.6
685,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1,33025-41-1,36304,XLDBTRJKXLKYTC-UHFFFAOYSA-N,4.58
686,ClC1(Cl)C2(Cl)C3C4(Cl)C1(Cl)C1(Cl)C4(Cl)C(Cl)(Cl)C3(Cl)C21Cl,39801-14-4,91632,KFDNXHKRTQRVGV-UHFFFAOYSA-N,4.55
687,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,72-54-8,6294,AHJKRLASYNVKDZ-UHFFFAOYSA-N,4.48
688,Clc1ccc(-c2cccc(Cl)c2Cl)cc1,38444-85-8,38035,ZMHWQAHZKUPENF-UHFFFAOYSA-N,4.47
689,Clc1ccc(-c2ccccc2Cl)c(Cl)c1,37680-66-3,37804,YKKYCYQDUUXNLN-UHFFFAOYSA-N,4.37
690,Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1,68194-05-8,50099,CXKIGWXPPVZSQK-UHFFFAOYSA-N,4.18
691,Clc1ccc(-c2ccccc2)c(Cl)c1Cl,55702-46-0,41541,IUYHQGMDSZOPDZ-UHFFFAOYSA-N,4.06
692,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,117-80-6,8342,SVPKNMBRVBMTLB-UHFFFAOYSA-N,4.04
693,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1825-21-4,15767,BBABSCYTNHOKOG-UHFFFAOYSA-N,3.93
694,Clc1cc(Cl)c(-c2ccccc2)c(Cl)c1,35693-92-6,37247,MTLMVEWEYZFYTH-UHFFFAOYSA-N,3.93
695,ClC1=C(Cl)C2(Cl)C3CC(Cl)(Cl)CC3C1(Cl)C2(Cl)Cl,5566-34-7,21732,JBZJEPYXXVKOKF-UHFFFAOYSA-N,4.16
696,Clc1cc(Cl)c(-c2ccccc2Cl)c(Cl)c1,62796-65-0,44163,VLLVVZDKBSYMCG-UHFFFAOYSA-N,3.73
697,ClC(Cl)=C(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,29082-74-4,34466,RUYUCCQRWINUHE-UHFFFAOYSA-N,3.73
698,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,118-74-1,8370,CKAPSXZOOQJIBF-UHFFFAOYSA-N,2.88
699,Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,16606-02-3,27960,VAHKBZSAUKPEOV-UHFFFAOYSA-N,4.01
700,Clc1ccc(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,39485-83-1,38277,RKUAZJIXKHPFRK-UHFFFAOYSA-N,3.61
701,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,309-00-2,2087,QBYJBZPUGVGKQQ-UHFFFAOYSA-N,3.76
702,Clc1ccc(-c2ccccc2Cl)cc1,34883-43-7,36982,UFNIBRDIUNVOMX-UHFFFAOYSA-N,3.69
703,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,3194-55-6,18529,DEIGXXQKDWULML-UHFFFAOYSA-N,3.69
704,Clc1cc(Cl)c(Oc2ccccc2)cc1Cl,52322-80-2,40319,UWKZWXCTDPYXHU-UHFFFAOYSA-N,3.51
705,Cc1c(Cl)c(Cl)c(C)c(Cl)c1Cl,877-10-1,13411,CTSQZGJZQUVGBQ-UHFFFAOYSA-N,3.39
706,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],81-15-2,62329,XMWRWTSZNLOZFN-UHFFFAOYSA-N,3.62
707,CC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)C)c1,3846-71-7,77455,LHPPDQUVECZQSW-UHFFFAOYSA-N,3.64
708,ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,127-90-2,518659,LNJXZKBHJZAIKQ-UHFFFAOYSA-N,3.37
709,COc1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],32861-85-1,36250,DXXVCXKMSWHGTF-UHFFFAOYSA-N,3.41
710,FC(F)(F)c1ccc(Cl)cc1Cl,320-60-5,9443,KALSHRGEFLVFHE-UHFFFAOYSA-N,3.39
711,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,33979-03-2,36647,ICOAEPDGFWLUTI-UHFFFAOYSA-N,3.25
712,CC(C)=CC(C)(C)CC(C)(C)C,7756-94-7,170244,DRHABPMHZRIRAH-UHFFFAOYSA-N,3.38
713,COc1cc(Cl)c(Cl)c(Cl)c1Cl,938-86-3,13649,FUUHMSUPRUNWRQ-UHFFFAOYSA-N,3.47
714,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,84-75-3,6786,KCXZNSGUUQJJTR-UHFFFAOYSA-N,3.24
715,Clc1cc2c(c(Cl)c1Cl)Oc1cc(Cl)c(Cl)c(Cl)c1O2,57653-85-7,42540,YCLUIPQDHHPDJJ-UHFFFAOYSA-N,3.58
716,c1ccc2c(c1)sc1ccccc12,132-65-0,3023,IYYZUPMFVPLQIF-UHFFFAOYSA-N,3.18
717,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,2385-85-5,16945,GVYLCNUFSHDAAW-UHFFFAOYSA-N,3.79
718,CC(C)c1ccc(C(C)C)cc1,100-18-5,7486,SPPWGCYEYAMHDT-UHFFFAOYSA-N,3.25
719,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,56-49-5,1674,PPQNQXQZIWHJRB-UHFFFAOYSA-N,3.17
720,O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,117-18-0,8330,XQTLDIFVVHJORV-UHFFFAOYSA-N,3.15
721,c1ccc(-c2ccc(Oc3ccc(-c4ccccc4)cc3)cc2)cc1,58841-70-6,62141,YFIYNWHZXYZPDZ-UHFFFAOYSA-N,3.14
722,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,128-37-0,31404,NLZUEZXRPGMBCV-UHFFFAOYSA-N,3.12
